FIPS,COUNTY,ZIP_CODE,PO_NAME,Percent of ZIP code in this county,Percent of county in this ZIP code
18001,Adams County,46711,Berne, 99.98 , 17.71 
18001,Adams County,46714,Bluffton, 6.28 , 2.44 
18001,Adams County,46733,Decatur, 98.16 , 49.89 
18001,Adams County,46740,Geneva, 96.97 , 17.66 
18001,Adams County,46772,Monroe, 100.00 , 10.41 
18001,Adams County,46773,Monroeville, 6.92 , 1.58 
18001,Adams County,46777,Ossian, 1.64 , 0.30 
18001,Adams County,47326,Bryant, 0.05 , 0.01 
18003,Allen County,46704,Arcola, 100.00 , 0.13 
18003,Allen County,46706,Auburn, 3.55 , 0.46 
18003,Allen County,46723,Churubusco, 36.55 , 3.25 
18003,Allen County,46733,Decatur, 1.83 , 0.48 
18003,Allen County,46741,Grabill, 100.00 , 4.10 
18003,Allen County,46743,Harlan, 99.98 , 3.66 
18003,Allen County,46745,Hoagland, 99.99 , 2.73 
18003,Allen County,46748,Huntertown, 90.61 , 2.58 
18003,Allen County,46765,Leo, 100.00 , 1.98 
18003,Allen County,46773,Monroeville, 93.06 , 10.92 
18003,Allen County,46774,New Haven, 100.00 , 8.68 
18003,Allen County,46777,Ossian, 5.67 , 0.53 
18003,Allen County,46783,Roanoke, 33.11 , 2.85 
18003,Allen County,46788,Spencerville, 43.36 , 2.44 
18003,Allen County,46797,Woodburn, 99.99 , 7.54 
18003,Allen County,46798,Yoder, 97.93 , 2.99 
18003,Allen County,46799,Zanesville, 4.85 , 0.00 
18003,Allen County,46802,Fort Wayne, 100.00 , 0.63 
18003,Allen County,46803,Fort Wayne, 100.00 , 1.13 
18003,Allen County,46804,Fort Wayne, 100.00 , 3.12 
18003,Allen County,46805,Fort Wayne, 100.00 , 0.99 
18003,Allen County,46806,Fort Wayne, 100.00 , 1.38 
18003,Allen County,46807,Fort Wayne, 100.00 , 0.47 
18003,Allen County,46808,Fort Wayne, 100.00 , 1.54 
18003,Allen County,46809,Fort Wayne, 100.00 , 3.57 
18003,Allen County,46814,Fort Wayne, 100.00 , 2.38 
18003,Allen County,46815,Fort Wayne, 100.00 , 1.48 
18003,Allen County,46816,Fort Wayne, 100.00 , 5.50 
18003,Allen County,46818,Fort Wayne, 98.47 , 9.76 
18003,Allen County,46819,Fort Wayne, 100.00 , 3.86 
18003,Allen County,46825,Fort Wayne, 100.00 , 2.36 
18003,Allen County,46835,Fort Wayne, 100.00 , 2.99 
18003,Allen County,46845,Fort Wayne, 100.00 , 3.54 
18005,Bartholomew County,46124,Edinburgh, 28.16 , 4.56 
18005,Bartholomew County,46164,Nineveh, 0.04 , 0.00 
18005,Bartholomew County,47201,Columbus, 89.25 , 48.65 
18005,Bartholomew County,47203,Columbus, 100.00 , 19.65 
18005,Bartholomew County,47226,Clifford, 100.00 , 0.03 
18005,Bartholomew County,47232,Elizabethtown, 74.95 , 5.55 
18005,Bartholomew County,47234,Flat Rock, 1.71 , 0.14 
18005,Bartholomew County,47236,Grammer, 100.00 , 0.10 
18005,Bartholomew County,47240,Greensburg, 0.01 , 0.00 
18005,Bartholomew County,47244,Hartsville, 79.89 , 3.45 
18005,Bartholomew County,47246,Hope, 95.85 , 13.70 
18005,Bartholomew County,47247,Jonesville, 100.00 , 0.04 
18005,Bartholomew County,47274,Seymour, 5.30 , 2.80 
18005,Bartholomew County,47280,Taylorsville, 100.00 , 0.16 
18005,Bartholomew County,47283,Westport, 3.37 , 0.55 
18005,Bartholomew County,47448,Nashville, 1.25 , 0.60 
18007,Benton County,47917,Ambia, 42.13 , 4.39 
18007,Benton County,47921,Boswell, 51.82 , 4.63 
18007,Benton County,47942,Earl Park, 97.01 , 14.45 
18007,Benton County,47944,Fowler, 98.92 , 46.61 
18007,Benton County,47948,Goodland, 14.98 , 2.18 
18007,Benton County,47970,Otterbein, 45.46 , 7.58 
18007,Benton County,47971,Oxford, 99.99 , 10.96 
18007,Benton County,47975,Pine Village, 3.83 , 0.37 
18007,Benton County,47977,Remington, 39.79 , 8.33 
18007,Benton County,47986,Templeton, 100.00 , 0.49 
18007,Benton County,47995,Wolcott, 0.01 , 0.00 
18009,Blackford County,46952,Marion, 1.68 , 1.14 
18009,Blackford County,46989,Upland, 2.02 , 0.43 
18009,Blackford County,47336,Dunkirk, 18.99 , 5.29 
18009,Blackford County,47338,Eaton, 2.72 , 0.46 
18009,Blackford County,47348,Hartford City, 97.23 , 71.79 
18009,Blackford County,47359,Montpelier, 58.59 , 20.20 
18009,Blackford County,47369,Pennville, 3.53 , 0.70 
18011,Boone County,46035,Colfax, 23.62 , 1.36 
18011,Boone County,46050,Kirklin, 19.19 , 2.17 
18011,Boone County,46052,Lebanon, 100.00 , 42.61 
18011,Boone County,46069,Sheridan, 36.55 , 7.58 
18011,Boone County,46071,Thorntown, 99.98 , 16.22 
18011,Boone County,46075,Whitestown, 100.00 , 7.20 
18011,Boone County,46077,Zionsville, 91.75 , 9.42 
18011,Boone County,46102,Advance, 100.00 , 0.03 
18011,Boone County,46112,Brownsburg, 2.75 , 0.27 
18011,Boone County,46147,Jamestown, 93.42 , 11.85 
18011,Boone County,46149,Lizton, 0.33 , 0.02 
18011,Boone County,46167,Pittsboro, 1.71 , 0.12 
18011,Boone County,46268,Indianapolis, 4.04 , 0.12 
18011,Boone County,46278,Indianapolis, 0.20 , 0.01 
18011,Boone County,47933,Crawfordsville, 0.88 , 0.48 
18011,Boone County,47968,New Ross, 8.61 , 0.53 
18013,Brown County,46160,Morgantown, 51.06 , 14.64 
18013,Brown County,46164,Nineveh, 66.33 , 8.26 
18013,Brown County,46181,Trafalgar, 11.61 , 1.51 
18013,Brown County,47201,Columbus, 10.74 , 7.57 
18013,Brown County,47235,Freetown, 24.87 , 3.27 
18013,Brown County,47274,Seymour, 2.26 , 1.55 
18013,Brown County,47401,Bloomington, 3.15 , 0.88 
18013,Brown County,47408,Bloomington, 0.06 , 0.01 
18013,Brown County,47448,Nashville, 97.62 , 60.82 
18013,Brown County,47468,Unionville, 18.33 , 1.49 
18015,Carroll County,46041,Frankfort, 3.19 , 2.14 
18015,Carroll County,46065,Rossville, 35.32 , 3.54 
18015,Carroll County,46913,Bringhurst, 100.00 , 8.19 
18015,Carroll County,46915,Burlington, 100.00 , 0.14 
18015,Carroll County,46917,Camden, 99.99 , 15.32 
18015,Carroll County,46920,Cutler, 99.99 , 8.53 
18015,Carroll County,46923,Delphi, 98.65 , 36.54 
18015,Carroll County,46929,Flora, 86.77 , 10.30 
18015,Carroll County,46947,Logansport, 7.16 , 3.66 
18015,Carroll County,46977,Rockfield, 100.00 , 0.00 
18015,Carroll County,46979,Russiaville, 1.67 , 0.20 
18015,Carroll County,47920,Battle Ground, 4.88 , 0.39 
18015,Carroll County,47923,Brookston, 2.11 , 0.52 
18015,Carroll County,47926,Burnettsville, 36.32 , 3.19 
18015,Carroll County,47950,Idaville, 21.14 , 2.16 
18015,Carroll County,47960,Monticello, 15.14 , 5.15 
18015,Carroll County,47997,Yeoman, 100.00 , 0.03 
18017,Cass County,46926,Denver, 3.02 , 0.29 
18017,Cass County,46932,Galveston, 97.45 , 11.60 
18017,Cass County,46947,Logansport, 92.83 , 42.88 
18017,Cass County,46950,Lucerne, 96.17 , 6.79 
18017,Cass County,46951,Macy, 0.04 , 0.01 
18017,Cass County,46961,New Waverly, 100.00 , 0.00 
18017,Cass County,46967,Onward, 100.00 , 0.02 
18017,Cass County,46970,Peru, 6.26 , 2.72 
18017,Cass County,46978,Royal Center, 86.92 , 14.74 
18017,Cass County,46988,Twelve Mile, 100.00 , 6.57 
18017,Cass County,46994,Walton, 100.00 , 14.35 
18017,Cass County,46998,Young America, 100.00 , 0.03 
18019,Clark County,47104,Bethlehem, 99.96 , 1.53 
18019,Clark County,47106,Borden, 90.14 , 16.59 
18019,Clark County,47111,Charlestown, 99.98 , 22.19 
18019,Clark County,47119,Floyds Knobs, 9.42 , 1.00 
18019,Clark County,47126,Henryville, 94.91 , 9.93 
18019,Clark County,47129,Clarksville, 99.86 , 2.56 
18019,Clark County,47130,Jeffersonville, 100.00 , 8.56 
18019,Clark County,47141,Marysville, 99.99 , 9.05 
18019,Clark County,47143,Memphis, 100.00 , 5.73 
18019,Clark County,47147,Nabb, 65.44 , 4.82 
18019,Clark County,47150,New Albany, 0.37 , 0.04 
18019,Clark County,47162,New Washington, 99.84 , 3.94 
18019,Clark County,47163,Otisco, 100.00 , 4.23 
18019,Clark County,47165,Pekin, 3.49 , 0.76 
18019,Clark County,47172,Sellersburg, 89.99 , 6.76 
18019,Clark County,47177,Underwood, 41.18 , 2.31 
18021,Clay County,47427,Coal City, 6.85 , 0.90 
18021,Clay County,47438,Jasonville, 38.57 , 6.79 
18021,Clay County,47471,Worthington, 0.02 , 0.00 
18021,Clay County,47833,Bowling Green, 54.50 , 6.28 
18021,Clay County,47834,Brazil, 79.43 , 33.91 
18021,Clay County,47837,Carbon, 22.16 , 2.12 
18021,Clay County,47840,Centerpoint, 95.70 , 13.99 
18021,Clay County,47841,Clay City, 99.20 , 17.55 
18021,Clay County,47845,Coalmont, 100.00 , 0.05 
18021,Clay County,47846,Cory, 99.93 , 9.88 
18021,Clay County,47853,Harmony, 100.00 , 0.01 
18021,Clay County,47857,Knightsville, 100.00 , 0.14 
18021,Clay County,47858,Lewis, 60.36 , 5.44 
18021,Clay County,47868,Poland, 12.20 , 1.96 
18021,Clay County,47874,Rosedale, 4.78 , 0.96 
18021,Clay County,47881,Staunton, 100.00 , 0.01 
18023,Clinton County,46035,Colfax, 48.87 , 2.94 
18023,Clinton County,46039,Forest, 99.99 , 6.15 
18023,Clinton County,46041,Frankfort, 96.81 , 60.07 
18023,Clinton County,46049,Kempton, 4.03 , 0.25 
18023,Clinton County,46050,Kirklin, 76.32 , 9.00 
18023,Clinton County,46057,Michigantown, 100.00 , 6.16 
18023,Clinton County,46058,Mulberry, 98.68 , 6.85 
18023,Clinton County,46065,Rossville, 64.68 , 6.00 
18023,Clinton County,46069,Sheridan, 5.94 , 1.29 
18023,Clinton County,46979,Russiaville, 9.23 , 1.04 
18023,Clinton County,47905,Lafayette, 0.01 , 0.00 
18023,Clinton County,47930,Clarks Hill, 3.56 , 0.26 
18025,Crawford County,47112,Corydon, 0.02 , 0.01 
18025,Crawford County,47115,Depauw, 0.08 , 0.01 
18025,Crawford County,47116,Eckerty, 100.00 , 10.09 
18025,Crawford County,47118,English, 75.00 , 36.24 
18025,Crawford County,47123,Grantsburg, 100.00 , 1.30 
18025,Crawford County,47137,Leavenworth, 92.97 , 20.11 
18025,Crawford County,47140,Marengo, 54.64 , 6.94 
18025,Crawford County,47145,Milltown, 93.06 , 12.66 
18025,Crawford County,47174,Sulphur, 99.99 , 1.01 
18025,Crawford County,47175,Taswell, 95.17 , 7.09 
18025,Crawford County,47513,Birdseye, 21.35 , 4.53 
18027,Daviess County,47449,Newberry, 1.37 , 0.08 
18027,Daviess County,47501,Washington, 99.97 , 31.70 
18027,Daviess County,47519,Cannelburg, 99.99 , 5.56 
18027,Daviess County,47529,Elnora, 99.92 , 7.16 
18027,Daviess County,47553,Loogootee, 41.43 , 12.58 
18027,Daviess County,47558,Montgomery, 100.00 , 20.73 
18027,Daviess County,47562,Odon, 99.31 , 14.26 
18027,Daviess County,47567,Petersburg, 0.01 , 0.00 
18027,Daviess County,47568,Plainville, 99.97 , 7.90 
18027,Daviess County,47578,Sandborn, 0.11 , 0.01 
18027,Daviess County,47597,Wheatland, 0.03 , 0.00 
18029,Dearborn County,47001,Aurora, 80.49 , 19.50 
18029,Dearborn County,47012,Brookville, 4.99 , 2.79 
18029,Dearborn County,47018,Dillsboro, 45.96 , 11.18 
18029,Dearborn County,47022,Guilford, 100.00 , 12.26 
18029,Dearborn County,47025,Lawrenceburg, 99.99 , 17.52 
18029,Dearborn County,47031,Milan, 10.59 , 1.92 
18029,Dearborn County,47032,Moores Hill, 95.79 , 11.69 
18029,Dearborn County,47041,Sunman, 49.98 , 12.41 
18029,Dearborn County,47060,West Harrison, 60.90 , 10.73 
18031,Decatur County,46156,Milroy, 0.03 , 0.00 
18031,Decatur County,46173,Rushville, 0.97 , 0.55 
18031,Decatur County,47006,Batesville, 0.01 , 0.00 
18031,Decatur County,47240,Greensburg, 95.98 , 77.93 
18031,Decatur County,47244,Hartsville, 20.11 , 0.95 
18031,Decatur County,47246,Hope, 4.15 , 0.65 
18031,Decatur County,47272,Saint Paul, 61.04 , 4.92 
18031,Decatur County,47283,Westport, 83.29 , 14.99 
18033,DeKalb County,46705,Ashley, 63.74 , 4.02 
18033,DeKalb County,46706,Auburn, 96.45 , 22.57 
18033,DeKalb County,46710,Avilla, 11.76 , 1.32 
18033,DeKalb County,46721,Butler, 99.98 , 22.30 
18033,DeKalb County,46730,Corunna, 99.99 , 8.61 
18033,DeKalb County,46738,Garrett, 100.00 , 7.01 
18033,DeKalb County,46742,Hamilton, 25.06 , 3.61 
18033,DeKalb County,46747,Hudson, 6.49 , 0.59 
18033,DeKalb County,46748,Huntertown, 6.71 , 0.35 
18033,DeKalb County,46755,Kendallville, 0.70 , 0.15 
18033,DeKalb County,46763,Laotto, 26.65 , 1.90 
18033,DeKalb County,46785,Saint Joe, 99.99 , 6.46 
18033,DeKalb County,46788,Spencerville, 56.63 , 5.78 
18033,DeKalb County,46793,Waterloo, 100.00 , 15.34 
18035,Delaware County,46001,Alexandria, 2.15 , 0.42 
18035,Delaware County,46012,Anderson, 9.27 , 0.77 
18035,Delaware County,46070,Summitville, 3.26 , 0.38 
18035,Delaware County,47302,Muncie, 97.81 , 16.48 
18035,Delaware County,47303,Muncie, 100.00 , 15.27 
18035,Delaware County,47304,Muncie, 100.00 , 8.83 
18035,Delaware County,47305,Muncie, 100.00 , 0.36 
18035,Delaware County,47306,Muncie, 100.00 , 0.09 
18035,Delaware County,47320,Albany, 94.38 , 8.01 
18035,Delaware County,47334,Daleville, 97.14 , 6.87 
18035,Delaware County,47336,Dunkirk, 28.02 , 3.26 
18035,Delaware County,47338,Eaton, 97.28 , 6.82 
18035,Delaware County,47342,Gaston, 97.84 , 13.01 
18035,Delaware County,47348,Hartford City, 0.69 , 0.21 
18035,Delaware County,47354,Losantville, 11.14 , 0.76 
18035,Delaware County,47356,Middletown, 6.18 , 0.89 
18035,Delaware County,47368,Parker City, 23.79 , 1.98 
18035,Delaware County,47383,Selma, 100.00 , 7.98 
18035,Delaware County,47396,Yorktown, 100.00 , 7.60 
18037,Dubois County,47432,French Lick, 9.40 , 1.95 
18037,Dubois County,47513,Birdseye, 56.00 , 8.43 
18037,Dubois County,47521,Celestine, 99.99 , 5.56 
18037,Dubois County,47523,Dale, 2.13 , 0.30 
18037,Dubois County,47527,Dubois, 100.00 , 14.94 
18037,Dubois County,47532,Ferdinand, 62.68 , 9.25 
18037,Dubois County,47541,Holland, 95.44 , 3.86 
18037,Dubois County,47542,Huntingburg, 99.35 , 19.23 
18037,Dubois County,47546,Jasper, 99.81 , 26.71 
18037,Dubois County,47553,Loogootee, 0.07 , 0.02 
18037,Dubois County,47564,Otwell, 25.81 , 2.42 
18037,Dubois County,47575,Saint Anthony, 100.00 , 5.77 
18037,Dubois County,47580,Schnellville, 100.00 , 0.87 
18037,Dubois County,47581,Shoals, 0.01 , 0.00 
18037,Dubois County,47590,Velpen, 10.15 , 0.66 
18039,Elkhart County,46507,Bristol, 99.99 , 9.11 
18039,Elkhart County,46514,Elkhart, 99.97 , 8.79 
18039,Elkhart County,46516,Elkhart, 100.00 , 3.99 
18039,Elkhart County,46517,Elkhart, 100.00 , 8.21 
18039,Elkhart County,46526,Goshen, 100.00 , 14.15 
18039,Elkhart County,46528,Goshen, 100.00 , 15.07 
18039,Elkhart County,46530,Granger, 9.86 , 0.53 
18039,Elkhart County,46540,Middlebury, 88.67 , 11.02 
18039,Elkhart County,46542,Milford, 3.59 , 0.42 
18039,Elkhart County,46543,Millersburg, 63.04 , 4.46 
18039,Elkhart County,46550,Nappanee, 51.91 , 8.39 
18039,Elkhart County,46553,New Paris, 99.99 , 6.63 
18039,Elkhart County,46561,Osceola, 7.41 , 0.21 
18039,Elkhart County,46567,Syracuse, 32.98 , 4.39 
18039,Elkhart County,46573,Wakarusa, 54.98 , 3.88 
18039,Elkhart County,46767,Ligonier, 5.00 , 0.76 
18041,Fayette County,46127,Falmouth, 26.16 , 3.04 
18041,Fayette County,46133,Glenwood, 38.24 , 5.35 
18041,Fayette County,47024,Laurel, 0.65 , 0.20 
18041,Fayette County,47325,Brownsville, 21.12 , 2.37 
18041,Fayette County,47331,Connersville, 94.89 , 85.08 
18041,Fayette County,47357,Milton, 22.86 , 3.95 
18043,Floyd County,47106,Borden, 6.70 , 3.11 
18043,Floyd County,47117,Elizabeth, 5.76 , 3.30 
18043,Floyd County,47119,Floyds Knobs, 90.58 , 24.14 
18043,Floyd County,47122,Georgetown, 61.58 , 15.64 
18043,Floyd County,47124,Greenville, 80.03 , 12.20 
18043,Floyd County,47129,Clarksville, 0.14 , 0.01 
18043,Floyd County,47136,Lanesville, 47.12 , 9.61 
18043,Floyd County,47150,New Albany, 99.63 , 28.93 
18043,Floyd County,47164,Palmyra, 0.03 , 0.01 
18043,Floyd County,47165,Pekin, 2.10 , 1.16 
18043,Floyd County,47172,Sellersburg, 10.01 , 1.90 
18045,Fountain County,47918,Attica, 58.57 , 20.00 
18045,Fountain County,47932,Covington, 63.76 , 18.00 
18045,Fountain County,47933,Crawfordsville, 1.18 , 0.69 
18045,Fountain County,47949,Hillsboro, 99.99 , 10.64 
18045,Fountain County,47952,Kingman, 64.46 , 17.70 
18045,Fountain County,47958,Mellott, 100.00 , 0.04 
18045,Fountain County,47969,Newtown, 100.00 , 0.10 
18045,Fountain County,47974,Perrysville, 0.03 , 0.00 
18045,Fountain County,47987,Veedersburg, 100.00 , 27.54 
18045,Fountain County,47990,Waynetown, 6.99 , 0.80 
18045,Fountain County,47992,Westpoint, 0.10 , 0.01 
18045,Fountain County,47993,Williamsport, 0.01 , 0.00 
18045,Fountain County,47994,Wingate, 55.97 , 4.46 
18047,Franklin County,46173,Rushville, 1.99 , 1.08 
18047,Franklin County,47003,West College Corner, 19.28 , 0.51 
18047,Franklin County,47006,Batesville, 44.02 , 11.64 
18047,Franklin County,47010,Bath, 89.73 , 1.87 
18047,Franklin County,47012,Brookville, 95.00 , 41.62 
18047,Franklin County,47016,Cedar Grove, 99.99 , 5.68 
18047,Franklin County,47024,Laurel, 99.35 , 16.94 
18047,Franklin County,47030,Metamora, 100.00 , 8.43 
18047,Franklin County,47035,New Trenton, 99.88 , 0.10 
18047,Franklin County,47036,Oldenburg, 99.99 , 4.69 
18047,Franklin County,47060,West Harrison, 39.08 , 5.41 
18047,Franklin County,47240,Greensburg, 1.45 , 1.13 
18047,Franklin County,47331,Connersville, 1.78 , 0.88 
18047,Franklin County,47353,Liberty, 0.06 , 0.02 
18049,Fulton County,46501,Argos, 3.31 , 0.62 
18049,Fulton County,46511,Culver, 13.94 , 2.77 
18049,Fulton County,46539,Mentone, 4.40 , 0.41 
18049,Fulton County,46570,Tippecanoe, 1.32 , 0.08 
18049,Fulton County,46910,Akron, 66.42 , 12.09 
18049,Fulton County,46939,Kewanna, 95.00 , 25.01 
18049,Fulton County,46950,Lucerne, 3.83 , 0.30 
18049,Fulton County,46951,Macy, 14.97 , 2.69 
18049,Fulton County,46960,Monterey, 2.78 , 0.30 
18049,Fulton County,46975,Rochester, 100.00 , 55.46 
18049,Fulton County,46982,Silver Lake, 2.17 , 0.26 
18051,Gibson County,47524,Decker, 0.21 , 0.02 
18051,Gibson County,47567,Petersburg, 0.02 , 0.01 
18051,Gibson County,47612,Cynthiana, 64.39 , 2.28 
18051,Gibson County,47613,Elberfeld, 18.95 , 1.64 
18051,Gibson County,47616,Griffin, 27.30 , 1.49 
18051,Gibson County,47619,Lynnville, 13.59 , 1.24 
18051,Gibson County,47633,Poseyville, 9.88 , 1.16 
18051,Gibson County,47639,Haubstadt, 67.83 , 6.72 
18051,Gibson County,47640,Hazleton, 73.97 , 5.30 
18051,Gibson County,47647,Buckskin, 99.99 , 0.39 
18051,Gibson County,47648,Fort Branch, 100.00 , 9.75 
18051,Gibson County,47649,Francisco, 99.99 , 7.27 
18051,Gibson County,47660,Oakland City, 57.87 , 10.77 
18051,Gibson County,47665,Owensville, 99.91 , 23.07 
18051,Gibson County,47666,Patoka, 99.90 , 11.68 
18051,Gibson County,47670,Princeton, 100.00 , 17.13 
18051,Gibson County,47725,Evansville, 0.80 , 0.08 
18053,Grant County,46036,Elwood, 2.33 , 0.47 
18053,Grant County,46070,Summitville, 2.15 , 0.24 
18053,Grant County,46919,Converse, 54.25 , 4.88 
18053,Grant County,46928,Fairmount, 99.98 , 16.91 
18053,Grant County,46930,Fowlerton, 100.00 , 0.05 
18053,Grant County,46933,Gas City, 100.00 , 2.97 
18053,Grant County,46938,Jonesboro, 100.00 , 7.34 
18053,Grant County,46940,La Fontaine, 3.59 , 0.47 
18053,Grant County,46952,Marion, 89.32 , 24.27 
18053,Grant County,46953,Marion, 100.00 , 19.07 
18053,Grant County,46957,Matthews, 100.00 , 0.07 
18053,Grant County,46986,Swayzee, 99.99 , 8.34 
18053,Grant County,46987,Sweetser, 100.00 , 0.16 
18053,Grant County,46989,Upland, 97.97 , 8.27 
18053,Grant County,46991,Van Buren, 88.73 , 5.86 
18053,Grant County,47342,Gaston, 2.15 , 0.27 
18053,Grant County,47348,Hartford City, 1.26 , 0.37 
18055,Greene County,47403,Bloomington, 2.51 , 0.39 
18055,Greene County,47424,Bloomfield, 100.00 , 33.16 
18055,Greene County,47427,Coal City, 2.92 , 0.25 
18055,Greene County,47431,Freedom, 0.02 , 0.00 
18055,Greene County,47438,Jasonville, 50.57 , 5.88 
18055,Greene County,47441,Linton, 100.00 , 11.81 
18055,Greene County,47443,Lyons, 100.00 , 9.16 
18055,Greene County,47449,Newberry, 98.63 , 4.57 
18055,Greene County,47453,Owensburg, 99.97 , 2.36 
18055,Greene County,47457,Scotland, 100.00 , 0.02 
18055,Greene County,47459,Solsberry, 99.12 , 9.94 
18055,Greene County,47460,Spencer, 2.80 , 0.73 
18055,Greene County,47462,Springville, 28.56 , 4.29 
18055,Greene County,47465,Switz City, 100.00 , 4.24 
18055,Greene County,47471,Worthington, 83.51 , 10.02 
18055,Greene County,47522,Crane, 0.01 , 0.00 
18055,Greene County,47578,Sandborn, 32.88 , 2.73 
18055,Greene County,47838,Carlisle, 0.02 , 0.00 
18055,Greene County,47848,Dugger, 19.48 , 0.44 
18055,Greene County,47882,Sullivan, 0.01 , 0.00 
18057,Hamilton County,46030,Arcadia, 100.00 , 8.53 
18057,Hamilton County,46031,Atlanta, 66.12 , 7.58 
18057,Hamilton County,46032,Carmel, 99.99 , 6.52 
18057,Hamilton County,46033,Carmel, 100.00 , 4.39 
18057,Hamilton County,46034,Cicero, 100.00 , 8.63 
18057,Hamilton County,46037,Fishers, 99.99 , 5.08 
18057,Hamilton County,46038,Fishers, 100.00 , 3.84 
18057,Hamilton County,46040,Fortville, 20.91 , 1.59 
